Cycle,Voltage_V,Current_A,Temperature_C,Capacity_Ah,Time_s,SOH_pct
1031,4.048,1.543,30.8,1.652,3826.2,80.57
1032,4.041,1.429,29.79,1.637,4113.9,79.87
1033,4.048,1.442,30.82,1.658,4147.7,80.87
1034,4.04,1.358,30.28,1.66,4381.2,80.98
1035,4.043,1.46,30.09,1.649,4098.5,80.42
1036,4.043,1.548,31.43,1.669,3906.3,81.41
1037,4.049,1.526,29.66,1.641,3839.7,80.04
1038,4.049,1.489,30.01,1.638,3942.2,79.91
1039,4.038,1.499,29.58,1.655,3928.8,80.72
1040,4.044,1.466,30.68,1.663,4069.0,81.11
1041,4.04,1.51,31.05,1.669,3993.8,81.41
1042,4.037,1.538,31.04,1.647,3846.9,80.36
1043,4.042,1.419,30.83,1.663,4226.4,81.1
1044,4.042,1.515,30.12,1.651,3893.1,80.54
1045,4.055,1.547,30.04,1.65,3855.6,80.47
1046,4.045,1.479,29.39,1.66,4028.6,80.97
1047,4.036,1.535,31.25,1.657,3887.2,80.85
1048,4.04,1.641,30.47,1.635,3585.3,79.75
1049,4.048,1.495,30.0,1.665,3985.0,81.23
1050,4.053,1.52,30.91,1.664,3918.9,81.17
1051,4.034,1.463,29.77,1.644,4063.8,80.18
1052,4.033,1.509,30.46,1.654,3953.1,80.67
1053,4.051,1.523,30.18,1.655,3931.8,80.71
1054,4.044,1.51,30.59,1.652,3945.6,80.58
1055,4.037,1.449,30.24,1.644,4086.4,80.18
1056,4.044,1.51,29.55,1.642,3879.9,80.11
1057,4.028,1.573,30.32,1.648,3767.0,80.41
1058,4.041,1.522,30.81,1.66,3925.3,80.99
1059,4.043,1.548,30.28,1.654,3884.7,80.67
1060,4.046,1.488,30.69,1.644,3991.6,80.21
1061,4.036,1.537,29.78,1.656,3907.2,80.76
1062,4.041,1.514,30.3,1.619,3862.1,78.98
1063,4.036,1.452,30.0,1.659,4097.5,80.92
1064,4.042,1.516,30.69,1.63,3872.8,79.5
1065,4.036,1.45,30.34,1.643,4083.7,80.17
1066,4.038,1.468,30.68,1.636,3991.3,79.79
1067,4.035,1.509,30.88,1.634,3888.5,79.69
1068,4.043,1.515,30.69,1.658,3936.0,80.88
1069,4.044,1.441,30.48,1.641,4134.3,80.07
1070,4.038,1.553,29.85,1.649,3782.6,80.46
1071,4.04,1.529,30.35,1.645,3898.9,80.26
1072,4.032,1.465,30.09,1.65,4037.3,80.5
1073,4.038,1.423,30.19,1.646,4136.6,80.3
1074,4.039,1.493,30.18,1.632,3960.1,79.62
1075,4.052,1.478,29.89,1.655,4046.2,80.72
1076,4.033,1.506,29.4,1.64,3945.7,79.99
1077,4.046,1.482,30.05,1.629,3973.3,79.46
1078,4.043,1.4,30.49,1.64,4259.4,80.0
1079,4.04,1.481,29.72,1.659,4045.2,80.93
1080,4.047,1.485,30.41,1.652,4003.3,80.6
1081,4.04,1.532,31.36,1.64,3861.8,80.01
1082,4.04,1.465,30.92,1.64,4054.5,80.0
1083,4.037,1.584,31.24,1.64,3711.9,80.0
1084,4.044,1.404,30.62,1.664,4251.8,81.16
1085,4.043,1.566,31.01,1.647,3780.2,80.32
1086,4.034,1.489,30.07,1.647,3940.3,80.34
1087,4.03,1.543,30.11,1.653,3858.7,80.62
1088,4.036,1.504,29.07,1.645,3898.8,80.22
1089,4.033,1.557,31.04,1.639,3791.6,79.97
1090,4.036,1.481,31.22,1.64,4004.3,79.99
1091,4.043,1.445,30.18,1.641,4078.2,80.04
1092,4.034,1.571,30.33,1.641,3793.9,80.05
1093,4.036,1.494,30.09,1.648,3942.0,80.41
1094,4.036,1.511,30.66,1.641,3934.5,80.07
1095,4.04,1.562,31.04,1.648,3812.5,80.39
1096,4.024,1.448,29.61,1.64,4041.2,79.99
1097,4.032,1.53,30.69,1.641,3916.2,80.05
1098,4.036,1.471,30.35,1.62,3965.1,79.03
1099,4.041,1.493,30.55,1.649,3957.8,80.44
1100,4.033,1.504,30.73,1.643,3906.0,80.16
1101,4.025,1.425,30.41,1.649,4162.8,80.46
1102,4.038,1.461,30.46,1.61,3965.3,78.55
1103,4.031,1.568,30.41,1.66,3814.3,80.97
1104,4.028,1.544,31.01,1.638,3811.3,79.88
1105,4.031,1.497,30.73,1.65,3980.4,80.48
1106,4.033,1.512,30.64,1.628,3868.3,79.42
1107,4.031,1.485,29.9,1.644,3947.0,80.22
1108,4.023,1.568,30.35,1.628,3734.1,79.39
1109,4.038,1.49,30.99,1.632,3894.9,79.59
1110,4.04,1.512,30.57,1.657,3952.9,80.82
1111,4.037,1.557,30.88,1.636,3761.3,79.78
1112,4.028,1.461,31.44,1.639,4042.6,79.97
1113,4.032,1.578,31.08,1.646,3781.0,80.28
1114,4.033,1.423,30.62,1.642,4133.2,80.09
1115,4.036,1.581,30.32,1.638,3750.3,79.91
1116,4.036,1.481,29.3,1.64,3977.1,80.01
1117,4.029,1.488,30.5,1.66,4052.3,80.99
1118,4.033,1.405,30.43,1.635,4181.8,79.78
1119,4.034,1.477,30.79,1.638,3974.6,79.9
1120,4.039,1.448,30.52,1.646,4106.4,80.3
1121,4.035,1.47,30.44,1.647,4024.6,80.32
1122,4.036,1.493,29.72,1.647,3954.5,80.35
1123,4.032,1.548,30.15,1.641,3808.0,80.07
1124,4.038,1.51,30.86,1.623,3868.6,79.19
1125,4.033,1.515,31.48,1.651,3949.0,80.54
1126,4.027,1.445,30.58,1.623,4004.1,79.17
1127,4.038,1.456,30.8,1.637,4048.8,79.87
1128,4.034,1.59,31.12,1.627,3695.3,79.34
1129,4.028,1.463,30.24,1.633,4022.1,79.67
1130,4.028,1.583,30.83,1.637,3749.3,79.85
1131,4.032,1.488,30.28,1.637,3958.6,79.84
1132,4.033,1.5,31.09,1.637,3926.0,79.88
1133,4.031,1.554,30.74,1.649,3833.6,80.45
1134,4.031,1.564,30.82,1.637,3771.9,79.87
1135,4.038,1.494,30.28,1.63,3919.3,79.52
1136,4.035,1.481,31.03,1.642,4003.1,80.1
1137,4.03,1.497,31.73,1.644,3940.3,80.2
1138,4.034,1.517,30.19,1.62,3832.0,79.01
1139,4.024,1.545,30.53,1.638,3806.9,79.9
1140,4.031,1.5,30.82,1.639,3959.4,79.94
1141,4.038,1.531,31.1,1.629,3765.0,79.44
1142,4.028,1.582,30.43,1.645,3751.6,80.25
1143,4.024,1.519,29.3,1.63,3862.6,79.49
1144,4.025,1.516,31.4,1.632,3843.3,79.62
1145,4.023,1.424,31.11,1.629,4124.2,79.46
1146,4.024,1.368,29.86,1.631,4299.3,79.54
1147,4.026,1.519,30.43,1.619,3848.6,78.99
1148,4.021,1.495,31.52,1.616,3837.0,78.82
1149,4.028,1.474,31.47,1.646,4046.4,80.29
1150,4.032,1.512,31.22,1.621,3844.9,79.09
1151,4.023,1.497,30.67,1.62,3908.7,79.01
1152,4.035,1.556,30.8,1.608,3733.8,78.43
1153,4.03,1.504,30.7,1.623,3865.9,79.16
1154,4.032,1.463,31.33,1.616,3990.0,78.82
1155,4.023,1.55,30.34,1.645,3814.6,80.25
1156,4.031,1.489,30.38,1.639,3920.0,79.93
1157,4.021,1.526,31.29,1.621,3847.8,79.1
1158,4.031,1.476,30.77,1.651,4010.3,80.52
1159,4.027,1.468,31.48,1.638,4000.7,79.89
1160,4.029,1.504,30.46,1.625,3879.9,79.25
1161,4.02,1.501,30.78,1.603,3850.1,78.18
1162,4.021,1.524,30.35,1.65,3897.3,80.5
1163,4.029,1.487,30.82,1.613,3917.9,78.7
1164,4.021,1.408,30.08,1.611,4090.6,78.56
1165,4.028,1.478,30.58,1.637,3971.6,79.86
1166,4.018,1.54,30.11,1.651,3858.0,80.54
1167,4.029,1.485,31.18,1.64,4014.1,80.01
1168,4.019,1.488,31.2,1.632,3946.7,79.6
1169,4.027,1.549,29.98,1.632,3813.9,79.61
1170,4.028,1.464,31.52,1.634,4018.7,79.73
1171,4.021,1.423,32.1,1.633,4122.7,79.67
1172,4.027,1.492,30.88,1.628,3924.0,79.43
1173,4.025,1.476,30.54,1.626,3963.9,79.33
1174,4.021,1.452,32.28,1.624,4040.6,79.24
1175,4.019,1.491,30.22,1.617,3932.0,78.9
1176,4.014,1.525,30.89,1.622,3837.1,79.12
1177,4.025,1.5,30.97,1.608,3883.2,78.42
1178,4.015,1.515,31.56,1.623,3837.3,79.19
1179,4.024,1.591,31.07,1.614,3645.1,78.75
1180,4.022,1.483,30.65,1.613,3901.3,78.68
1181,4.026,1.514,30.43,1.626,3871.8,79.3
1182,4.021,1.475,30.74,1.638,3990.7,79.88
1183,4.021,1.458,30.41,1.633,4046.6,79.64
1184,4.026,1.471,30.94,1.608,3916.1,78.42
1185,4.024,1.476,30.64,1.613,3935.2,78.69
1186,4.024,1.518,30.18,1.632,3884.8,79.62
1187,4.024,1.617,31.56,1.613,3548.4,78.67
1188,4.014,1.464,30.69,1.62,4026.1,79.04
1189,4.025,1.479,30.31,1.628,3956.0,79.4
1190,4.025,1.497,30.87,1.612,3837.4,78.65
1191,4.016,1.52,30.99,1.623,3847.6,79.17
1192,4.02,1.513,30.09,1.608,3827.2,78.46
1193,4.021,1.564,31.13,1.616,3716.5,78.81
1194,4.02,1.379,30.45,1.625,4261.8,79.25
1195,4.022,1.381,31.83,1.605,4200.5,78.3
1196,4.028,1.475,31.24,1.625,3972.4,79.29
1197,4.026,1.555,30.79,1.621,3761.2,79.05
1198,4.014,1.422,30.62,1.626,4115.5,79.32
1199,4.023,1.35,30.94,1.623,4363.8,79.15
1200,4.027,1.529,31.31,1.634,3818.5,79.7
1201,4.022,1.512,30.99,1.621,3862.6,79.09
1202,4.025,1.445,30.9,1.616,4024.9,78.81
1203,4.03,1.451,31.04,1.621,4038.6,79.07
1204,4.025,1.452,30.72,1.625,4013.2,79.26
1205,4.02,1.506,30.85,1.62,3838.4,79.01
1206,4.024,1.469,29.99,1.62,3972.9,79.0
1207,4.02,1.525,31.52,1.612,3811.6,78.63
1208,4.019,1.357,31.19,1.612,4305.8,78.64
1209,4.017,1.457,30.66,1.605,3938.7,78.27
1210,4.026,1.444,32.0,1.636,4102.3,79.8
1211,4.014,1.487,31.1,1.606,3934.4,78.33
1212,4.026,1.473,30.54,1.611,3929.7,78.59
1213,4.021,1.54,31.49,1.611,3739.6,78.57
1214,4.011,1.407,31.27,1.627,4153.7,79.35
1215,4.02,1.502,31.27,1.615,3869.3,78.76
1216,4.007,1.528,30.87,1.63,3851.3,79.5
1217,4.021,1.593,31.31,1.61,3627.8,78.55
1218,4.022,1.476,30.96,1.62,3981.9,79.01
1219,4.014,1.516,31.37,1.608,3796.6,78.46
1220,4.018,1.41,30.15,1.638,4148.0,79.9
1221,4.027,1.38,30.89,1.605,4206.6,78.27
1222,4.014,1.542,31.97,1.619,3734.4,78.99
1223,4.011,1.5,30.73,1.622,3890.3,79.14
1224,4.024,1.559,30.82,1.62,3803.3,79.02
1225,4.026,1.431,30.9,1.614,4058.7,78.72
1226,4.016,1.526,30.52,1.614,3785.6,78.74
1227,4.021,1.593,30.03,1.616,3649.2,78.82
1228,4.023,1.521,31.02,1.614,3818.3,78.71
1229,4.012,1.514,31.21,1.625,3866.6,79.25
1230,4.013,1.5,31.12,1.637,3940.6,79.85
1231,4.022,1.421,31.08,1.609,4054.2,78.49
1232,4.024,1.568,31.18,1.601,3709.4,78.08
1233,4.018,1.469,31.68,1.613,3957.4,78.7
1234,4.011,1.525,31.07,1.64,3885.1,79.99
1235,4.025,1.422,30.89,1.606,4053.3,78.33
1236,4.012,1.441,31.04,1.63,4098.0,79.52
1237,4.013,1.572,31.47,1.63,3728.9,79.53
1238,4.016,1.483,31.9,1.608,3909.4,78.43
1239,4.022,1.573,30.88,1.619,3687.0,78.97
1240,4.018,1.496,31.25,1.629,3900.5,79.48
1241,4.016,1.408,31.37,1.609,4128.0,78.49
1242,4.016,1.545,30.71,1.611,3744.9,78.56
1243,4.014,1.471,31.23,1.607,3916.2,78.37
1244,4.016,1.535,30.49,1.602,3744.7,78.15
1245,4.001,1.501,30.34,1.606,3864.2,78.32
1246,4.012,1.423,31.41,1.6,4034.8,78.03
1247,4.014,1.508,31.04,1.612,3845.5,78.64
1248,4.007,1.61,31.34,1.604,3587.0,78.24
1249,4.015,1.525,31.24,1.614,3772.0,78.72
1250,4.011,1.497,30.76,1.596,3807.5,77.84
1251,4.021,1.554,31.23,1.614,3747.1,78.75
1252,4.02,1.511,30.64,1.619,3844.2,78.98
1253,4.01,1.51,31.96,1.591,3812.4,77.6
1254,4.011,1.445,30.59,1.614,4039.8,78.74
1255,4.011,1.512,31.18,1.623,3878.5,79.15
1256,4.009,1.552,30.76,1.598,3743.8,77.95
1257,4.012,1.458,31.57,1.627,4014.3,79.35
1258,4.008,1.571,31.12,1.614,3711.0,78.73
1259,4.005,1.495,31.04,1.603,3846.3,78.17
1260,4.014,1.456,31.73,1.609,4028.1,78.48
1261,4.014,1.55,31.32,1.615,3790.6,78.77
1262,4.007,1.486,31.57,1.61,3901.2,78.53
1263,4.015,1.538,30.82,1.614,3786.4,78.75
1264,4.007,1.485,30.62,1.6,3903.8,78.03
1265,4.012,1.497,31.38,1.61,3869.4,78.55
1266,4.014,1.525,31.17,1.594,3751.2,77.77
1267,4.01,1.515,31.65,1.607,3837.5,78.4
1268,4.012,1.4,31.3,1.599,4112.7,78.0
1269,4.007,1.444,31.45,1.601,3994.1,78.07
1270,4.009,1.546,30.54,1.62,3754.7,79.03
1271,4.008,1.493,32.3,1.618,3867.1,78.95
1272,4.005,1.474,31.28,1.613,3945.8,78.71
1273,4.008,1.432,31.71,1.596,4030.9,77.87
1274,4.001,1.446,30.95,1.604,3988.5,78.24
1275,4.006,1.399,31.53,1.619,4195.1,78.97
1276,4.007,1.495,30.73,1.608,3858.4,78.44
1277,4.007,1.47,31.61,1.63,3969.8,79.5
1278,4.007,1.452,31.21,1.61,3992.0,78.55
1279,4.008,1.497,31.41,1.608,3866.5,78.44
1280,4.01,1.518,31.75,1.603,3816.3,78.19
1281,4.012,1.605,30.79,1.607,3590.1,78.4
1282,4.004,1.424,31.07,1.604,4081.6,78.25
1283,4.002,1.558,31.64,1.613,3765.5,78.66
1284,4.002,1.549,32.47,1.615,3753.2,78.77
1285,4.005,1.461,31.36,1.597,3960.7,77.92
1286,4.005,1.51,31.73,1.592,3773.1,77.64
1287,4.003,1.477,31.38,1.586,3887.9,77.39
1288,4.0,1.509,32.41,1.61,3860.5,78.52
1289,4.004,1.575,30.57,1.593,3658.3,77.73
1290,4.007,1.53,31.5,1.583,3723.2,77.21
1291,4.009,1.525,30.64,1.608,3735.8,78.44
1292,4.003,1.478,30.21,1.629,3953.4,79.46
1293,4.004,1.426,31.61,1.604,4036.7,78.23
1294,4.001,1.49,31.54,1.612,3876.3,78.63
1295,4.006,1.56,31.33,1.604,3703.8,78.26
1296,4.001,1.424,31.43,1.602,4043.4,78.16
1297,4.008,1.447,33.03,1.612,3994.1,78.65
1298,3.996,1.506,31.36,1.6,3802.8,78.05
1299,4.003,1.451,31.75,1.605,3969.5,78.31
1300,4.007,1.46,31.18,1.606,3981.0,78.33
1301,4.006,1.479,31.65,1.596,3871.5,77.84
1302,4.018,1.432,31.39,1.612,4043.5,78.64
1303,4.006,1.451,31.31,1.6,3960.6,78.07
1304,3.999,1.535,32.43,1.594,3745.6,77.77
1305,4.004,1.435,32.11,1.607,4042.0,78.4
1306,3.995,1.42,31.6,1.593,3976.4,77.69
1307,4.004,1.468,30.38,1.602,3947.0,78.13
1308,4.0,1.537,31.36,1.601,3780.0,78.11
1309,4.008,1.49,32.9,1.612,3873.3,78.63
1310,4.001,1.477,31.43,1.606,3894.8,78.33
1311,4.003,1.502,32.11,1.601,3826.6,78.07
1312,4.0,1.413,32.28,1.609,4084.5,78.48
1313,4.012,1.525,31.67,1.614,3816.1,78.75
1314,4.001,1.519,31.15,1.606,3766.5,78.33
1315,4.012,1.48,30.36,1.6,3871.3,78.06
1316,4.007,1.55,31.92,1.587,3715.6,77.41
1317,4.005,1.444,31.18,1.589,3944.3,77.52
1318,4.004,1.556,31.68,1.597,3717.8,77.88
1319,4.004,1.508,30.97,1.593,3811.6,77.72
1320,3.992,1.483,31.47,1.597,3841.1,77.92
1321,4.0,1.499,31.62,1.6,3854.5,78.03
1322,4.006,1.495,31.74,1.604,3861.7,78.26
1323,4.001,1.561,31.06,1.598,3676.4,77.96
1324,3.994,1.446,32.22,1.603,3996.6,78.22
1325,4.001,1.462,31.33,1.599,3947.5,78.01
1326,4.01,1.552,30.79,1.579,3676.2,77.0
1327,4.007,1.47,31.58,1.589,3913.8,77.5
1328,4.0,1.545,31.66,1.597,3728.2,77.88
1329,4.005,1.585,31.73,1.586,3574.2,77.35
1330,3.999,1.48,32.33,1.604,3891.5,78.23
1331,3.992,1.534,31.54,1.613,3843.6,78.67
1332,3.996,1.442,31.6,1.61,4031.8,78.51
1333,4.008,1.538,31.11,1.595,3781.5,77.81
1334,3.999,1.51,32.08,1.612,3870.9,78.63
1335,3.999,1.524,31.77,1.598,3781.3,77.97
1336,3.998,1.468,31.47,1.593,3914.1,77.72
1337,4.009,1.417,30.73,1.59,4039.9,77.58
1338,4.007,1.525,32.41,1.593,3726.2,77.72
1339,4.01,1.397,31.08,1.592,4104.2,77.67
1340,3.998,1.484,31.4,1.598,3899.8,77.94
1341,4.0,1.547,31.88,1.597,3705.3,77.93
1342,3.991,1.51,31.11,1.596,3813.7,77.84
1343,4.006,1.597,30.97,1.6,3622.7,78.04
1344,3.993,1.551,30.66,1.607,3711.9,78.4
1345,3.999,1.467,32.09,1.605,3928.1,78.28
1346,3.993,1.501,31.46,1.58,3768.7,77.08
1347,3.995,1.498,33.2,1.569,3756.0,76.55
1348,3.994,1.421,31.24,1.604,4038.4,78.25
1349,3.995,1.453,31.28,1.581,3899.0,77.12
1350,3.995,1.472,31.47,1.592,3922.4,77.67
1351,3.995,1.398,31.88,1.583,4056.4,77.2
1352,4.001,1.502,31.52,1.576,3779.2,76.88
1353,3.992,1.488,32.07,1.599,3860.6,78.02
1354,3.998,1.416,31.28,1.601,4093.9,78.12
1355,4.003,1.52,31.08,1.588,3786.5,77.46
1356,3.994,1.536,30.88,1.568,3691.8,76.47
1357,3.993,1.511,30.67,1.588,3788.4,77.46
1358,3.995,1.484,31.53,1.597,3870.2,77.91
1359,4.002,1.53,31.64,1.578,3690.6,76.99
1360,3.997,1.534,31.48,1.595,3781.2,77.79
1361,3.993,1.515,32.43,1.593,3768.1,77.68
1362,3.998,1.459,32.42,1.598,3957.7,77.97
1363,3.99,1.514,31.65,1.594,3810.8,77.74
1364,3.999,1.56,30.92,1.582,3641.3,77.19
1365,3.997,1.47,31.54,1.604,3948.5,78.25
1366,3.994,1.605,31.53,1.59,3582.6,77.58
1367,3.991,1.474,31.51,1.591,3922.2,77.63
1368,3.99,1.502,31.49,1.582,3783.9,77.18
1369,3.997,1.466,31.52,1.587,3870.4,77.41
1370,4.001,1.511,31.66,1.582,3759.7,77.19
1371,3.991,1.413,31.54,1.589,4053.9,77.53
1372,3.996,1.473,31.96,1.608,3932.1,78.44
1373,3.984,1.445,32.05,1.577,3920.1,76.93
1374,3.991,1.507,31.41,1.575,3723.7,76.81
1375,3.994,1.55,32.51,1.605,3738.3,78.3
1376,3.989,1.532,31.39,1.588,3770.9,77.48
1377,3.989,1.381,31.08,1.583,4135.9,77.24
1378,3.99,1.602,32.08,1.6,3608.4,78.07
1379,3.995,1.515,31.49,1.584,3775.6,77.26
1380,3.992,1.461,32.06,1.608,3969.6,78.44
1381,3.982,1.508,30.7,1.596,3829.9,77.87
1382,3.982,1.509,32.61,1.585,3788.6,77.29
1383,3.99,1.467,32.25,1.611,3947.6,78.58
1384,3.995,1.51,31.17,1.583,3758.5,77.22
1385,3.979,1.47,31.19,1.596,3905.5,77.87
1386,3.99,1.48,32.77,1.592,3878.8,77.65
1387,3.989,1.466,31.57,1.602,3927.7,78.13
1388,3.999,1.428,31.52,1.604,4049.2,78.25
1389,3.99,1.507,30.81,1.589,3803.1,77.5
1390,3.993,1.529,31.77,1.581,3737.6,77.1
1391,3.992,1.526,31.84,1.593,3783.5,77.69
1392,3.981,1.541,32.32,1.581,3695.2,77.13
1393,3.995,1.516,31.27,1.608,3791.4,78.43
1394,3.992,1.473,31.21,1.589,3875.5,77.51
1395,3.993,1.542,32.2,1.584,3698.4,77.26
1396,4.01,1.432,32.48,1.589,3957.9,77.52
1397,3.98,1.455,31.2,1.574,3921.4,76.76
1398,3.999,1.452,32.53,1.577,3913.9,76.94
1399,3.989,1.554,32.01,1.599,3711.4,77.99
1400,3.991,1.547,32.55,1.58,3704.0,77.08
1401,3.99,1.524,31.97,1.576,3709.4,76.88
1402,3.988,1.554,30.75,1.592,3699.8,77.64
1403,3.987,1.456,31.94,1.598,3949.0,77.95
1404,3.991,1.517,32.55,1.593,3776.2,77.72
1405,3.982,1.494,31.58,1.596,3830.7,77.85
1406,3.993,1.542,31.84,1.578,3717.0,76.98
1407,3.987,1.494,31.95,1.571,3778.3,76.65
1408,3.983,1.481,30.59,1.6,3905.0,78.07
1409,3.986,1.527,32.88,1.582,3692.2,77.17
1410,3.995,1.544,31.6,1.583,3714.2,77.2
1411,3.986,1.467,32.31,1.598,3944.3,77.96
1412,3.99,1.497,32.02,1.59,3826.7,77.58
1413,3.984,1.447,32.69,1.589,3949.2,77.52
1414,3.992,1.375,32.27,1.606,4213.0,78.35
1415,3.991,1.51,31.96,1.578,3807.8,76.97
1416,3.997,1.53,31.63,1.594,3713.1,77.73
1417,3.987,1.513,32.48,1.585,3785.9,77.3
1418,3.991,1.403,31.15,1.587,4054.4,77.4
1419,3.988,1.482,32.42,1.599,3882.8,78.0
1420,3.993,1.389,31.55,1.589,4112.5,77.5
1421,3.983,1.568,32.73,1.589,3638.3,77.51
1422,3.99,1.446,32.19,1.594,3969.3,77.76
1423,3.986,1.563,32.44,1.58,3616.0,77.05
1424,3.986,1.547,32.16,1.575,3684.3,76.81
1425,3.987,1.455,31.25,1.572,3854.8,76.71
1426,3.987,1.443,31.7,1.563,3909.4,76.25
1427,3.985,1.518,32.47,1.603,3796.7,78.2
1428,3.987,1.458,32.22,1.571,3857.2,76.66
1429,3.994,1.505,32.74,1.58,3783.4,77.08
1430,3.99,1.476,32.35,1.579,3821.4,77.04
1431,3.99,1.411,31.67,1.585,4045.2,77.32
1432,3.983,1.388,31.76,1.59,4094.1,77.56
1433,3.981,1.511,32.22,1.59,3797.4,77.58
1434,3.99,1.472,31.01,1.576,3835.5,76.87
1435,3.989,1.472,33.01,1.58,3853.6,77.06
1436,3.992,1.535,32.4,1.584,3721.6,77.27
1437,3.981,1.559,32.8,1.579,3630.7,77.01
1438,3.983,1.486,31.4,1.597,3867.0,77.91
1439,3.976,1.483,32.82,1.586,3819.3,77.35
1440,3.982,1.525,33.32,1.588,3761.5,77.47
1441,3.989,1.432,31.54,1.587,4025.0,77.42
1442,3.981,1.511,32.6,1.592,3848.8,77.67
1443,3.987,1.528,32.22,1.582,3730.2,77.17
1444,3.982,1.534,31.45,1.567,3693.6,76.45
1445,3.985,1.403,32.47,1.584,4028.3,77.27
1446,3.977,1.462,32.65,1.573,3904.4,76.75
1447,3.983,1.456,31.93,1.574,3908.1,76.8
1448,3.968,1.505,32.82,1.585,3782.7,77.34
1449,3.982,1.524,31.41,1.592,3784.8,77.65
1450,3.974,1.575,31.5,1.579,3605.5,77.05
1451,3.988,1.475,32.32,1.582,3851.8,77.18
1452,3.986,1.475,32.27,1.596,3904.5,77.85
1453,3.984,1.557,31.91,1.581,3633.6,77.13
1454,3.99,1.515,32.67,1.605,3834.0,78.28
1455,3.977,1.563,32.54,1.584,3626.8,77.28
1456,3.99,1.514,32.71,1.561,3689.2,76.14
1457,3.986,1.442,32.22,1.586,3940.4,77.36
1458,3.98,1.433,32.59,1.582,3988.4,77.17
1459,3.987,1.422,32.07,1.591,4014.0,77.6
1460,3.975,1.533,33.33,1.585,3693.9,77.3
1461,3.977,1.559,31.9,1.576,3626.8,76.89
1462,3.978,1.592,33.36,1.565,3537.9,76.36
1463,3.978,1.542,32.33,1.575,3653.8,76.84
1464,3.975,1.558,31.63,1.569,3601.5,76.52
1465,3.986,1.471,33.01,1.571,3887.7,76.65
1466,3.979,1.442,32.39,1.583,3934.0,77.21
1467,3.982,1.543,32.76,1.594,3712.6,77.73
1468,3.977,1.521,32.95,1.581,3734.1,77.1
1469,3.971,1.505,32.51,1.565,3733.2,76.32
1470,3.981,1.519,32.05,1.581,3758.1,77.11
1471,3.97,1.516,32.84,1.588,3790.1,77.47
1472,3.979,1.564,32.36,1.57,3607.3,76.59
1473,3.972,1.565,32.71,1.575,3598.0,76.81
1474,3.989,1.527,31.29,1.576,3740.5,76.88
1475,3.983,1.542,32.6,1.568,3657.8,76.48
1476,3.979,1.526,32.06,1.582,3767.5,77.17
1477,3.985,1.477,33.21,1.574,3792.2,76.79
1478,3.974,1.538,32.7,1.579,3701.4,77.05
1479,3.981,1.43,32.51,1.566,3980.7,76.4
1480,3.979,1.553,32.64,1.571,3634.5,76.62
1481,3.979,1.44,31.91,1.582,3949.9,77.17
1482,3.984,1.514,33.22,1.571,3740.7,76.63
1483,3.981,1.458,33.41,1.592,3920.0,77.65
1484,3.979,1.528,32.62,1.57,3694.6,76.61
1485,3.969,1.498,33.22,1.577,3781.2,76.9
1486,3.972,1.42,32.15,1.583,4001.2,77.24
1487,3.976,1.521,32.04,1.56,3716.4,76.09
1488,3.977,1.471,32.46,1.556,3817.6,75.92
1489,3.971,1.544,32.66,1.558,3638.7,76.02
1490,3.989,1.5,32.25,1.586,3823.0,77.38
1491,3.984,1.52,32.72,1.568,3708.8,76.49
1492,3.979,1.452,32.61,1.599,3948.4,78.0
1493,3.976,1.471,31.97,1.568,3825.4,76.47
1494,3.975,1.477,32.73,1.575,3838.5,76.82
1495,3.971,1.543,32.91,1.588,3685.0,77.48
1496,3.976,1.584,32.57,1.593,3610.4,77.7
1497,3.977,1.46,33.06,1.593,3918.9,77.72
1498,3.969,1.554,31.88,1.585,3713.7,77.3
1499,3.977,1.392,32.73,1.583,4038.9,77.2
1500,3.974,1.44,31.91,1.578,3941.0,76.98
